AccessControl	_grantRole	RoleGranted	$Bool(True)
AccessControl	_revokeRole	RoleRevoked	$Bool(True)
AccessControlEnumerable	_revokeRole	RoleRevoked	$Bool(True)
AccessControlEnumerable	_grantRole	RoleGranted	$Bool(True)
Address	functionCall	$Cmp($Literal(address(this).balance), $Literal(value), GEQ)
Address	sendValue	$Literal(success)
Address	sendValue	$Cmp($Literal(address(this).balance), $Literal(amount), GEQ)
Address	functionCallWithValue	$Cmp($Literal(address(this).balance), $Literal(value), GEQ)
AddressImpl	functionCallWithValue	CallReturnValue	$Bool(True)
AddressImpl	functionCall	$Cmp($Literal(address(this).balance), $Literal(value), GEQ)
AddressImpl	functionStaticCall	CallReturnValue	$Bool(True)
AddressImpl	functionCallWithValue	$Cmp($Literal(address(this).balance), $Literal(value), GEQ)
AddressImpl	functionDelegateCall	CallReturnValue	$Bool(True)
AddressImpl	sendValue	$Literal(success)
AddressImpl	sendValue	$Cmp($Literal(address(this).balance), $Literal(amount), GEQ)
AddressImpl	functionCall	CallReturnValue	$Bool(True)
Checkpoints	push	$Cmp($Literal(value), $Literal(type()(uint224).max), LEQ)
Checkpoints	push	$Cmp($Literal(value), $Literal(type()(uint32).max), LEQ)
Checkpoints	getAtBlock	$Cmp($Literal(blockNumber), $Literal(block.number), LT)
CheckpointsImpl	push	$Cmp($Literal(value), $Literal(type()(uint32).max), LEQ)
CheckpointsImpl	push	$Cmp($Literal(value), $Literal(type()(uint224).max), LEQ)
CheckpointsImpl	getAtBlock	$Cmp($Literal(blockNumber), $Literal(block.number), LT)
Clones	cloneDeterministic	$Cmp($Literal(instance), $Literal(address(0)), NEQ)
Clones	clone	$Cmp($Literal(instance), $Literal(address(0)), NEQ)
CompTimelock	setDelay	$Cmp($Literal(msg.sender), $Literal(address(this)), EQ)
CompTimelock	setPendingAdmin	NewPendingAdmin	$Bool(True)
CompTimelock	setDelay	$Cmp($Literal(delay_), $Literal(MAXIMUM_DELAY), LEQ)
CompTimelock	executeTransaction	$Cmp($Literal(getBlockTimestamp()), $Math($Literal(eta), $Literal(GRACE_PERIOD), ADD), LEQ)
CompTimelock	constructor	$Cmp($Literal(delay_), $Literal(MINIMUM_DELAY), GEQ)
CompTimelock	executeTransaction	ExecuteTransaction	$Bool(True)
CompTimelock	setDelay	$Cmp($Literal(delay_), $Literal(MINIMUM_DELAY), GEQ)
CompTimelock	setDelay	NewDelay	$Bool(True)
CompTimelock	acceptAdmin	$Cmp($Literal(msg.sender), $Literal(pendingAdmin), EQ)
CompTimelock	queueTransaction	$Cmp($Literal(msg.sender), $Literal(admin), EQ)
CompTimelock	constructor	$Cmp($Literal(delay_), $Literal(MAXIMUM_DELAY), LEQ)
CompTimelock	queueTransaction	$Cmp($Literal(eta), $Math($Literal(getBlockTimestamp()), $Literal(delay), ADD), GEQ)
CompTimelock	executeTransaction	$Cmp($Literal(getBlockTimestamp()), $Literal(eta), GEQ)
CompTimelock	executeTransaction	$Literal(queuedTransactions[txHash])
CompTimelock	cancelTransaction	CancelTransaction	$Bool(True)
CompTimelock	cancelTransaction	$Cmp($Literal(msg.sender), $Literal(admin), EQ)
CompTimelock	queueTransaction	QueueTransaction	$Bool(True)
CompTimelock	executeTransaction	$Cmp($Literal(msg.sender), $Literal(admin), EQ)
CompTimelock	setPendingAdmin	$Cmp($Literal(msg.sender), $Literal(address(this)), EQ)
CompTimelock	acceptAdmin	NewAdmin	$Bool(True)
ConditionalEscrow	withdraw	Withdrawn	$Bool(True)
